x,y,r,g,b,opacity
61,59,255,255,255,0.00392156862745098
62,59,255,255,255,0.00392156862745098
63,59,255,255,255,0.00392156862745098
64,59,255,255,255,0.00392156862745098
65,59,255,255,255,0.00784313725490196
66,59,255,255,255,0.011764705882352941
67,59,255,255,255,0.01568627450980392
68,59,254,254,255,0.027450980392156862
69,59,254,254,254,0.043137254901960784
70,59,253,254,254,0.07058823529411765
71,59,253,253,254,0.10588235294117647
72,59,253,253,254,0.15294117647058825
73,59,251,251,253,0.2196078431372549
74,59,246,247,250,0.2901960784313726
75,59,240,242,249,0.37254901960784315
76,59,230,233,248,0.4588235294117647
77,59,229,232,246,0.5372549019607843
78,59,235,237,245,0.615686274509804
79,59,241,241,243,0.6862745098039216
80,59,229,232,247,0.7568627450980392
81,59,197,203,234,0.7372549019607844
82,59,239,240,248,0.1607843137254902
3,60,216,219,232,0.2980392156862745
4,60,113,121,155,0.7529411764705882
5,60,160,165,195,0.7176470588235294
6,60,217,221,245,0.6470588235294118
7,60,214,221,246,0.5882352941176471
8,60,221,226,248,0.5215686274509804
9,60,227,231,249,0.45098039215686275
10,60,231,234,249,0.3803921568627451
11,60,235,238,250,0.30980392156862746
12,60,241,243,251,0.24705882352941178
13,60,245,247,252,0.1843137254901961
14,60,248,249,253,0.13725490196078433
15,60,251,251,253,0.09411764705882353
16,60,252,253,254,0.06666666666666667
17,60,254,254,254,0.0392156862745098
18,60,254,254,255,0.023529411764705882
19,60,255,255,255,0.01568627450980392
20,60,255,255,255,0.00784313725490196
21,60,255,255,255,0.00784313725490196
22,60,255,255,255,0.00392156862745098
23,60,255,255,255,0.00392156862745098
24,60,255,255,255,0.00392156862745098
25,60,255,255,255,0.00392156862745098
26,60,255,255,255,0.00392156862745098
27,60,255,255,255,0.00392156862745098
28,60,255,255,255,0.00392156862745098
29,60,255,255,255,0.00392156862745098
30,60,255,255,255,0.00392156862745098
31,60,255,255,255,0.00392156862745098
32,60,255,255,255,0.00392156862745098
33,60,255,255,255,0.00392156862745098
34,60,255,255,255,0.00392156862745098
35,60,255,255,255,0.00392156862745098
36,60,255,255,255,0.00392156862745098
37,60,255,255,255,0.00392156862745098
38,60,255,255,255,0.00392156862745098
39,60,255,255,255,0.00392156862745098
40,60,255,255,255,0.00392156862745098
41,60,255,255,255,0.00392156862745098
42,60,255,255,255,0.00392156862745098
43,60,255,255,255,0.00392156862745098
44,60,255,255,255,0.00392156862745098
45,60,255,255,255,0.00392156862745098
46,60,255,255,255,0.00392156862745098
47,60,255,255,255,0.00392156862745098
48,60,255,255,255,0.00392156862745098
49,60,255,255,255,0.00392156862745098
50,60,255,255,255,0.00392156862745098
51,60,255,255,255,0.00392156862745098
52,60,255,255,255,0.00392156862745098
53,60,255,255,255,0.00392156862745098
54,60,255,255,255,0.00392156862745098
55,60,255,255,255,0.00392156862745098
56,60,255,255,255,0.00392156862745098
57,60,255,255,255,0.00392156862745098
58,60,255,255,255,0.00392156862745098
59,60,255,255,255,0.00392156862745098
60,60,255,255,255,0.00392156862745098
61,60,255,255,255,0.00392156862745098
62,60,255,255,255,0.00392156862745098
63,60,255,255,255,0.00392156862745098
64,60,255,255,255,0.00784313725490196
65,60,255,255,255,0.00784313725490196
66,60,255,255,255,0.01568627450980392
67,60,254,254,255,0.023529411764705882
68,60,254,254,254,0.0392156862745098
69,60,254,254,254,0.058823529411764705
70,60,253,253,254,0.09019607843137255
71,60,252,252,253,0.12941176470588237
72,60,250,251,253,0.1843137254901961
73,60,247,248,252,0.25098039215686274
74,60,240,242,250,0.3254901960784314
75,60,231,235,249,0.403921568627451
76,60,223,228,247,0.49019607843137253
77,60,231,234,247,0.5647058823529412
78,60,240,240,245,0.6431372549019608
79,60,238,239,244,0.7098039215686275
80,60,209,213,239,0.7843137254901961
81,60,205,211,234,0.5333333333333333
82,60,253,253,254,0.01568627450980392
3,61,248,248,252,0.07450980392156863
4,61,146,153,180,0.6313725490196078
5,61,128,134,169,0.7490196078431373
6,61,203,209,235,0.6784313725490196
7,61,217,222,244,0.6196078431372549
8,61,219,224,247,0.5607843137254902
9,61,224,228,248,0.49019607843137253
10,61,229,232,249,0.4196078431372549
11,61,233,236,249,0.34901960784313724
12,61,237,239,250,0.28627450980392155
13,61,243,245,251,0.2235294117647059
14,61,247,248,252,0.16862745098039217
15,61,250,250,253,0.12156862745098039
16,61,251,252,254,0.08627450980392157
17,61,253,253,254,0.058823529411764705
18,61,254,254,255,0.03529411764705882
19,61,254,254,255,0.023529411764705882
20,61,255,255,255,0.01568627450980392
21,61,255,255,255,0.00784313725490196
22,61,255,255,255,0.00392156862745098
23,61,255,255,255,0.00392156862745098
24,61,255,255,255,0.00392156862745098
25,61,255,255,255,0.00392156862745098
26,61,255,255,255,0.00392156862745098
27,61,255,255,255,0.00392156862745098
28,61,255,255,255,0.00392156862745098
29,61,255,255,255,0.00392156862745098
30,61,255,255,255,0.00392156862745098
31,61,255,255,255,0.00392156862745098
32,61,255,255,255,0.00392156862745098
33,61,255,255,255,0.00392156862745098
34,61,255,255,255,0.00392156862745098
35,61,255,255,255,0.00392156862745098
36,61,255,255,255,0.00392156862745098
37,61,255,255,255,0.00392156862745098
38,61,255,255,255,0.00392156862745098
39,61,255,255,255,0.00392156862745098
40,61,255,255,255,0.00392156862745098
41,61,255,255,255,0.00392156862745098
42,61,255,255,255,0.00392156862745098
43,61,255,255,255,0.00392156862745098
44,61,255,255,255,0.00392156862745098
45,61,255,255,255,0.00392156862745098
46,61,255,255,255,0.00392156862745098
47,61,255,255,255,0.00392156862745098
48,61,255,255,255,0.00392156862745098
49,61,255,255,255,0.00392156862745098
50,61,255,255,255,0.00392156862745098
51,61,255,255,255,0.00392156862745098
52,61,255,255,255,0.00392156862745098
53,61,255,255,255,0.00392156862745098
54,61,255,255,255,0.00392156862745098
55,61,255,255,255,0.00392156862745098
56,61,255,255,255,0.00392156862745098
57,61,255,255,255,0.00392156862745098
58,61,255,255,255,0.00392156862745098
59,61,255,255,255,0.00392156862745098
60,61,255,255,255,0.00392156862745098
61,61,255,255,255,0.00392156862745098
62,61,255,255,255,0.00392156862745098
63,61,255,255,255,0.00784313725490196
64,61,255,255,255,0.00784313725490196
65,61,255,255,255,0.011764705882352941
66,61,254,254,255,0.0196078431372549
67,61,254,254,255,0.03137254901960784
68,61,253,254,254,0.050980392156862744
69,61,253,253,254,0.07450980392156863
70,61,251,252,253,0.10980392156862745
71,61,249,249,253,0.1568627450980392
72,61,246,247,252,0.21568627450980393
73,61,239,241,250,0.28627450980392155
74,61,232,235,249,0.3607843137254902
75,61,224,228,246,0.4392156862745098
76,61,220,224,244,0.5176470588235295
77,61,238,239,245,0.596078431372549
78,61,239,240,245,0.6666666666666666
79,61,223,226,240,0.7333333333333333
80,61,184,192,222,0.7607843137254902
81,61,230,232,242,0.23529411764705882
4,62,203,206,222,0.34509803921568627
5,62,110,120,152,0.7607843137254902
6,62,170,177,205,0.7176470588235294
7,62,222,226,246,0.6549019607843137
8,62,223,228,250,0.596078431372549
9,62,225,230,251,0.5294117647058824
10,62,227,231,249,0.4588235294117647
11,62,232,235,250,0.38823529411764707
12,62,235,238,250,0.3254901960784314
13,62,240,242,251,0.25882352941176473
14,62,244,246,252,0.2
15,62,248,248,253,0.15294117647058825
16,62,251,251,253,0.10980392156862745
17,62,253,253,254,0.0784313725490196
18,62,254,254,254,0.050980392156862744
19,62,254,254,255,0.03529411764705882
20,62,254,254,255,0.023529411764705882
21,62,255,255,255,0.01568627450980392
22,62,255,255,255,0.00784313725490196
23,62,255,255,255,0.00392156862745098
24,62,255,255,255,0.00392156862745098
25,62,255,255,255,0.00392156862745098
26,62,255,255,255,0.00392156862745098
27,62,255,255,255,0.00392156862745098
28,62,255,255,255,0.00392156862745098
29,62,255,255,255,0.00392156862745098
30,62,255,255,255,0.00392156862745098
31,62,255,255,255,0.00392156862745098
32,62,255,255,255,0.00392156862745098
33,62,255,255,255,0.00392156862745098
34,62,255,255,255,0.00392156862745098
35,62,255,255,255,0.00392156862745098
36,62,255,255,255,0.00392156862745098
37,62,255,255,255,0.00392156862745098
38,62,255,255,255,0.00392156862745098
39,62,255,255,255,0.00392156862745098
40,62,255,255,255,0.00392156862745098
41,62,255,255,255,0.00392156862745098
42,62,255,255,255,0.00392156862745098
43,62,255,255,255,0.00392156862745098
44,62,255,255,255,0.00392156862745098
45,62,255,255,255,0.00392156862745098
46,62,255,255,255,0.00392156862745098
47,62,255,255,255,0.00392156862745098
48,62,255,255,255,0.00392156862745098
49,62,255,255,255,0.00392156862745098
50,62,255,255,255,0.00392156862745098
51,62,255,255,255,0.00392156862745098
52,62,255,255,255,0.00392156862745098
53,62,255,255,255,0.00392156862745098
54,62,255,255,255,0.00392156862745098
55,62,255,255,255,0.00392156862745098
56,62,255,255,255,0.00392156862745098
57,62,255,255,255,0.00392156862745098
58,62,255,255,255,0.00392156862745098
59,62,255,255,255,0.00392156862745098
60,62,255,255,255,0.00392156862745098
61,62,255,255,255,0.00392156862745098
62,62,255,255,255,0.00784313725490196
63,62,255,255,255,0.00784313725490196
64,62,255,255,255,0.011764705882352941
65,62,255,255,255,0.01568627450980392
66,62,254,254,255,0.027450980392156862
67,62,254,254,254,0.043137254901960784
68,62,253,253,254,0.06666666666666667
69,62,250,251,253,0.09803921568627451
70,62,248,249,253,0.13725490196078433
71,62,244,246,252,0.19215686274509805
72,62,240,243,251,0.25098039215686274
73,62,232,235,248,0.3215686274509804
74,62,223,227,244,0.396078431372549
75,62,218,222,242,0.47843137254901963
76,62,224,228,244,0.5568627450980392
77,62,235,237,245,0.6313725490196078
78,62,233,236,244,0.6941176470588235
79,62,200,207,230,0.7686274509803922
80,62,193,199,224,0.5607843137254902
81,62,251,251,253,0.03529411764705882
4,63,246,247,251,0.0784313725490196
5,63,145,151,180,0.6235294117647059
6,63,134,141,174,0.7529411764705882
7,63,212,216,238,0.6901960784313725
8,63,227,230,250,0.6313725490196078
9,63,227,231,249,0.5686274509803921
10,63,228,232,247,0.5019607843137255
11,63,230,233,249,0.43529411764705883
12,63,233,236,250,0.36470588235294116
13,63,236,239,250,0.30196078431372547
14,63,242,244,251,0.23921568627450981
15,63,245,247,252,0.18823529411764706
16,63,249,249,253,0.1411764705882353
17,63,251,252,253,0.10196078431372549
18,63,252,253,254,0.07058823529411765
19,63,253,254,254,0.047058823529411764
20,63,254,254,255,0.03137254901960784
21,63,254,254,255,0.0196078431372549
22,63,255,255,255,0.01568627450980392
23,63,255,255,255,0.00784313725490196
24,63,255,255,255,0.00392156862745098
25,63,255,255,255,0.00392156862745098
26,63,255,255,255,0.00392156862745098
27,63,255,255,255,0.00392156862745098
28,63,255,255,255,0.00392156862745098
29,63,255,255,255,0.00392156862745098
30,63,255,255,255,0.00392156862745098
31,63,255,255,255,0.00392156862745098
32,63,255,255,255,0.00392156862745098
33,63,255,255,255,0.00392156862745098
34,63,255,255,255,0.00392156862745098
35,63,255,255,255,0.00392156862745098
36,63,255,255,255,0.00392156862745098
37,63,255,255,255,0.00392156862745098
38,63,255,255,255,0.00392156862745098
39,63,255,255,255,0.00392156862745098
40,63,255,255,255,0.00392156862745098
41,63,255,255,255,0.00392156862745098
42,63,255,255,255,0.00392156862745098
43,63,255,255,255,0.00392156862745098
44,63,255,255,255,0.00392156862745098
45,63,255,255,255,0.00392156862745098
46,63,255,255,255,0.00392156862745098
47,63,255,255,255,0.00392156862745098
48,63,255,255,255,0.00392156862745098
49,63,255,255,255,0.00392156862745098
50,63,255,255,255,0.00392156862745098
51,63,255,255,255,0.00392156862745098
52,63,255,255,255,0.00392156862745098
53,63,255,255,255,0.00392156862745098
54,63,255,255,255,0.00392156862745098
55,63,255,255,255,0.00392156862745098
56,63,255,255,255,0.00392156862745098
57,63,255,255,255,0.00392156862745098
58,63,255,255,255,0.00392156862745098
59,63,255,255,255,0.00392156862745098
60,63,255,255,255,0.00392156862745098
61,63,255,255,255,0.00784313725490196
62,63,255,255,255,0.00784313725490196
63,63,255,255,255,0.011764705882352941
64,63,255,255,255,0.01568627450980392
65,63,254,254,255,0.023529411764705882
66,63,254,254,254,0.0392156862745098
67,63,253,253,254,0.058823529411764705
68,63,251,251,254,0.08235294117647059
69,63,247,248,252,0.12549019607843137
70,63,244,245,251,0.16862745098039217
71,63,238,240,249,0.2235294117647059
72,63,231,234,246,0.2901960784313726
73,63,223,227,242,0.3607843137254902
74,63,215,219,238,0.43529411764705883
75,63,221,224,242,0.5176470588235295
76,63,228,231,245,0.592156862745098
77,63,238,239,244,0.6588235294117647
78,63,221,225,240,0.7254901960784313
79,63,178,186,216,0.7450980392156863
80,63,226,228,238,0.23921568627450981
5,64,211,214,227,0.3058823529411765
6,64,124,132,165,0.7529411764705882
7,64,175,181,208,0.7294117647058823
8,64,228,232,247,0.6705882352941176
9,64,227,231,246,0.611764705882353
10,64,229,232,246,0.5450980392156862
11,64,230,233,248,0.47843137254901963
12,64,230,234,249,0.40784313725490196
13,64,234,237,250,0.34901960784313724
14,64,238,241,250,0.28627450980392155
15,64,243,244,251,0.2235294117647059
16,64,246,248,252,0.17647058823529413
17,64,249,250,253,0.13333333333333333
18,64,251,251,253,0.09803921568627451
19,64,252,252,254,0.07058823529411765
20,64,253,253,254,0.047058823529411764
21,64,254,254,255,0.03137254901960784
22,64,254,254,255,0.023529411764705882
23,64,255,255,255,0.01568627450980392
24,64,255,255,255,0.011764705882352941
25,64,255,255,255,0.00784313725490196
26,64,255,255,255,0.00392156862745098
27,64,255,255,255,0.00392156862745098
28,64,255,255,255,0.00392156862745098
29,64,255,255,255,0.00392156862745098
30,64,255,255,255,0.00392156862745098
31,64,255,255,255,0.00392156862745098
32,64,255,255,255,0.00392156862745098
33,64,255,255,255,0.00392156862745098
34,64,255,255,255,0.00392156862745098
35,64,255,255,255,0.00392156862745098
36,64,255,255,255,0.00392156862745098
37,64,255,255,255,0.00392156862745098
38,64,255,255,255,0.00392156862745098
39,64,255,255,255,0.00392156862745098
40,64,255,255,255,0.00392156862745098
41,64,255,255,255,0.00392156862745098
42,64,255,255,255,0.00392156862745098
43,64,255,255,255,0.00392156862745098
44,64,255,255,255,0.00392156862745098
45,64,255,255,255,0.00392156862745098
46,64,255,255,255,0.00392156862745098
47,64,255,255,255,0.00392156862745098
48,64,255,255,255,0.00392156862745098
49,64,255,255,255,0.00392156862745098
50,64,255,255,255,0.00392156862745098
51,64,255,255,255,0.00392156862745098
52,64,255,255,255,0.00392156862745098
53,64,255,255,255,0.00392156862745098
54,64,255,255,255,0.00392156862745098
55,64,255,255,255,0.00392156862745098
56,64,255,255,255,0.00392156862745098
57,64,255,255,255,0.00392156862745098
58,64,255,255,255,0.00392156862745098
59,64,255,255,255,0.00784313725490196
60,64,255,255,255,0.00784313725490196
61,64,255,255,255,0.00784313725490196
62,64,255,255,255,0.011764705882352941
63,64,254,255,255,0.01568627450980392
64,64,254,254,255,0.027450980392156862
65,64,254,254,254,0.03529411764705882
66,64,253,253,254,0.054901960784313725
67,64,251,252,254,0.0784313725490196
68,64,248,249,253,0.10980392156862745
69,64,244,246,251,0.15294117647058825
70,64,238,240,249,0.20392156862745098
71,64,230,232,244,0.2627450980392157
72,64,220,224,239,0.32941176470588235
73,64,213,217,235,0.396078431372549
74,64,212,216,236,0.4745098039215686
75,64,225,228,243,0.5529411764705883
76,64,231,233,243,0.6196078431372549
77,64,232,235,245,0.6823529411764706
78,64,189,196,226,0.7529411764705882
79,64,191,196,219,0.5098039215686274
80,64,252,252,253,0.023529411764705882
5,65,251,251,253,0.043137254901960784
6,65,161,167,192,0.5607843137254902
7,65,133,140,174,0.7686274509803922
8,65,218,222,239,0.7058823529411765
9,65,233,235,248,0.6549019607843137
10,65,227,230,247,0.592156862745098
11,65,229,232,245,0.5294117647058824
12,65,229,233,249,0.4588235294117647
13,65,231,235,250,0.39215686274509803
14,65,235,238,250,0.3333333333333333
15,65,239,241,251,0.27058823529411763
16,65,245,246,252,0.2196078431372549
17,65,248,248,252,0.16862745098039217
18,65,249,250,253,0.12941176470588237
19,65,251,251,253,0.09411764705882353
20,65,252,253,254,0.06666666666666667
21,65,253,254,254,0.047058823529411764
22,65,254,254,255,0.03137254901960784
23,65,254,254,255,0.023529411764705882
24,65,255,255,255,0.01568627450980392
25,65,255,255,255,0.011764705882352941
26,65,255,255,255,0.00784313725490196
27,65,255,255,255,0.00392156862745098
28,65,255,255,255,0.00392156862745098
29,65,255,255,255,0.00392156862745098
30,65,255,255,255,0.00392156862745098
31,65,255,255,255,0.00392156862745098
32,65,255,255,255,0.00392156862745098
33,65,255,255,255,0.00392156862745098
34,65,255,255,255,0.00392156862745098
35,65,255,255,255,0.00392156862745098
36,65,255,255,255,0.00392156862745098
37,65,255,255,255,0.00392156862745098
38,65,255,255,255,0.00392156862745098
39,65,255,255,255,0.00392156862745098
40,65,255,255,255,0.00392156862745098
41,65,255,255,255,0.00392156862745098
42,65,255,255,255,0.00392156862745098
43,65,255,255,255,0.00392156862745098
44,65,255,255,255,0.00392156862745098
45,65,255,255,255,0.00392156862745098
46,65,255,255,255,0.00392156862745098
47,65,255,255,255,0.00392156862745098
48,65,255,255,255,0.00392156862745098
49,65,255,255,255,0.00392156862745098
50,65,255,255,255,0.00392156862745098
51,65,255,255,255,0.00392156862745098
52,65,255,255,255,0.00392156862745098
53,65,255,255,255,0.00392156862745098
54,65,255,255,255,0.00392156862745098
55,65,255,255,255,0.00392156862745098
56,65,255,255,255,0.00392156862745098
57,65,255,255,255,0.00392156862745098
58,65,255,255,255,0.00784313725490196
59,65,255,255,255,0.00784313725490196
60,65,255,255,255,0.00784313725490196
61,65,255,255,255,0.011764705882352941
62,65,254,254,255,0.0196078431372549
63,65,254,254,255,0.023529411764705882
64,65,254,254,255,0.03529411764705882
65,65,253,253,254,0.050980392156862744
66,65,251,251,254,0.07450980392156863
67,65,248,249,253,0.10196078431372549
68,65,244,245,251,0.1411764705882353
69,65,239,240,248,0.1843137254901961
70,65,230,232,243,0.24313725490196078
71,65,221,224,237,0.3058823529411765
72,65,212,216,233,0.37254901960784315
73,65,204,209,229,0.4470588235294118
74,65,214,219,239,0.5137254901960784
75,65,233,235,244,0.5843137254901961
76,65,232,234,245,0.6509803921568628
77,65,200,205,231,0.7176470588235294
78,65,171,177,208,0.6862745098039216
79,65,232,234,241,0.16470588235294117
6,66,227,229,238,0.19215686274509805
7,66,133,141,171,0.7137254901960784
8,66,172,178,206,0.7490196078431373
9,66,231,233,247,0.6941176470588235
10,66,229,231,245,0.6352941176470588
11,66,228,231,245,0.5725490196078431
12,66,228,232,246,0.5098039215686274
13,66,229,233,249,0.44313725490196076
14,66,232,236,250,0.3764705882352941
15,66,235,238,250,0.3215686274509804
16,66,241,243,251,0.2627450980392157
17,66,244,246,252,0.21176470588235294
18,66,247,248,252,0.16470588235294117
19,66,249,250,253,0.12549019607843137
20,66,251,251,253,0.09411764705882353
21,66,252,252,254,0.07058823529411765
22,66,253,253,254,0.050980392156862744
23,66,254,254,255,0.03529411764705882
24,66,254,254,255,0.023529411764705882
25,66,254,254,255,0.0196078431372549
26,66,255,255,255,0.011764705882352941
27,66,255,255,255,0.00784313725490196
28,66,255,255,255,0.00784313725490196
29,66,255,255,255,0.00392156862745098
30,66,255,255,255,0.00392156862745098
31,66,255,255,255,0.00392156862745098
32,66,255,255,255,0.00392156862745098
33,66,255,255,255,0.00392156862745098
34,66,255,255,255,0.00392156862745098
35,66,255,255,255,0.00392156862745098
36,66,255,255,255,0.00392156862745098
37,66,255,255,255,0.00392156862745098
38,66,255,255,255,0.00392156862745098
39,66,255,255,255,0.00392156862745098
40,66,255,255,255,0.00392156862745098
41,66,255,255,255,0.00392156862745098
42,66,255,255,255,0.00392156862745098
43,66,255,255,255,0.00392156862745098
44,66,255,255,255,0.00392156862745098
45,66,255,255,255,0.00392156862745098
46,66,255,255,255,0.00392156862745098
47,66,255,255,255,0.00392156862745098
48,66,255,255,255,0.00392156862745098
49,66,255,255,255,0.00392156862745098
50,66,255,255,255,0.00392156862745098
51,66,255,255,255,0.00392156862745098
52,66,255,255,255,0.00392156862745098
53,66,255,255,255,0.00392156862745098
54,66,255,255,255,0.00392156862745098
55,66,255,255,255,0.00392156862745098
56,66,255,255,255,0.00784313725490196
57,66,255,255,255,0.00784313725490196
58,66,255,255,255,0.00784313725490196
59,66,255,255,255,0.011764705882352941
60,66,255,255,255,0.01568627450980392
61,66,254,254,255,0.0196078431372549
62,66,254,254,255,0.027450980392156862
63,66,253,254,254,0.0392156862745098
64,66,253,253,254,0.054901960784313725
65,66,251,251,254,0.07450980392156863
66,66,248,249,253,0.10196078431372549
67,66,245,246,252,0.13333333333333333
68,66,239,241,248,0.17254901960784313
69,66,232,234,244,0.22745098039215686
70,66,222,225,238,0.2823529411764706
71,66,212,215,230,0.34509803921568627
72,66,205,209,228,0.41568627450980394
73,66,202,206,227,0.48627450980392156
74,66,230,232,243,0.5529411764705883
75,66,238,239,244,0.6235294117647059
76,66,210,216,236,0.6862745098039216
77,66,169,178,209,0.7372549019607844
78,66,202,206,222,0.3764705882352941
7,67,195,199,217,0.39215686274509803
8,67,131,140,174,0.7686274509803922
9,67,196,200,224,0.7294117647058823
10,67,232,235,246,0.6784313725490196
11,67,226,229,244,0.6235294117647059
12,67,225,229,244,0.5568627450980392
13,67,228,232,248,0.4980392156862745
14,67,227,231,248,0.4392156862745098
15,67,229,233,248,0.37254901960784315
16,67,234,237,250,0.3176470588235294
17,67,239,242,251,0.2627450980392157
18,67,243,245,251,0.20784313725490197
19,67,247,248,252,0.1607843137254902
20,67,249,250,253,0.12549019607843137
21,67,251,252,254,0.09803921568627451
22,67,252,252,254,0.07450980392156863
23,67,253,253,254,0.050980392156862744
24,67,254,254,254,0.0392156862745098
25,67,254,254,255,0.027450980392156862
26,67,254,254,255,0.0196078431372549
27,67,254,255,255,0.01568627450980392
28,67,255,255,255,0.011764705882352941
29,67,255,255,255,0.00784313725490196
30,67,255,255,255,0.00392156862745098
31,67,255,255,255,0.00392156862745098
32,67,255,255,255,0.00392156862745098
33,67,255,255,255,0.00392156862745098
34,67,255,255,255,0.00392156862745098
35,67,255,255,255,0.00392156862745098
36,67,255,255,255,0.00392156862745098
37,67,255,255,255,0.00392156862745098
38,67,255,255,255,0.00392156862745098
39,67,255,255,255,0.00392156862745098
40,67,255,255,255,0.00392156862745098
41,67,255,255,255,0.00392156862745098
42,67,255,255,255,0.00392156862745098
43,67,255,255,255,0.00392156862745098
44,67,255,255,255,0.00392156862745098
45,67,255,255,255,0.00392156862745098
46,67,255,255,255,0.00392156862745098
47,67,255,255,255,0.00392156862745098
48,67,255,255,255,0.00392156862745098
49,67,255,255,255,0.00392156862745098
50,67,255,255,255,0.00392156862745098
51,67,255,255,255,0.00392156862745098
52,67,255,255,255,0.00784313725490196
53,67,255,255,255,0.00784313725490196
54,67,255,255,255,0.00784313725490196
55,67,255,255,255,0.00784313725490196
56,67,255,255,255,0.00784313725490196
57,67,255,255,255,0.011764705882352941
58,67,255,255,255,0.011764705882352941
59,67,255,255,255,0.01568627450980392
60,67,254,254,255,0.023529411764705882
61,67,254,254,255,0.03137254901960784
62,67,253,254,254,0.0392156862745098
63,67,252,253,254,0.054901960784313725
64,67,251,251,254,0.07450980392156863
65,67,248,249,253,0.10196078431372549
66,67,246,247,252,0.12941176470588237
67,67,240,242,249,0.16862745098039217
68,67,233,235,244,0.21568627450980393
69,67,225,228,240,0.27058823529411763
70,67,214,217,232,0.32941176470588235
71,67,206,210,227,0.38823529411764707
72,67,198,203,223,0.4588235294117647
73,67,220,223,236,0.5294117647058824
74,67,240,241,247,0.596078431372549
75,67,223,226,241,0.6666666666666666
76,67,178,186,217,0.7372549019607844
77,67,179,185,210,0.5607843137254902
78,67,246,247,249,0.058823529411764705
7,68,249,249,252,0.054901960784313725
8,68,165,171,196,0.5686274509803921
9,68,147,154,186,0.7803921568627451
10,68,213,217,236,0.7176470588235294
11,68,228,231,245,0.6666666666666666
12,68,223,228,245,0.6078431372549019
13,68,223,227,246,0.5529411764705883
14,68,222,227,247,0.49411764705882355
15,68,226,230,248,0.43137254901960786
16,68,232,235,250,0.3686274509803922
17,68,237,240,251,0.30980392156862746
18,68,239,241,251,0.25882352941176473
19,68,243,245,252,0.20784313725490197
20,68,246,247,252,0.16470588235294117
21,68,249,249,253,0.12941176470588237
22,68,250,251,253,0.10196078431372549
23,68,251,252,254,0.0784313725490196
24,68,253,253,254,0.058823529411764705
25,68,254,254,254,0.043137254901960784
26,68,254,254,255,0.03137254901960784
27,68,254,254,255,0.023529411764705882
28,68,254,254,255,0.0196078431372549
29,68,255,255,255,0.01568627450980392
30,68,255,255,255,0.011764705882352941
31,68,255,255,255,0.00784313725490196
32,68,255,255,255,0.00784313725490196
33,68,255,255,255,0.00392156862745098
34,68,255,255,255,0.00392156862745098
35,68,255,255,255,0.00392156862745098
36,68,255,255,255,0.00784313725490196
37,68,255,255,255,0.00784313725490196
38,68,255,255,255,0.00784313725490196
39,68,255,255,255,0.00784313725490196
40,68,255,255,255,0.00392156862745098
41,68,255,255,255,0.00392156862745098
42,68,255,255,255,0.00392156862745098
43,68,255,255,255,0.00392156862745098
44,68,255,255,255,0.00392156862745098
45,68,255,255,255,0.00392156862745098
46,68,255,255,255,0.00784313725490196
47,68,255,255,255,0.00784313725490196
48,68,255,255,255,0.00784313725490196
49,68,255,255,255,0.00784313725490196
50,68,255,255,255,0.00784313725490196
51,68,255,255,255,0.00784313725490196
52,68,255,255,255,0.00784313725490196
53,68,255,255,255,0.00784313725490196
54,68,255,255,255,0.00784313725490196
55,68,255,255,255,0.011764705882352941
56,68,255,255,255,0.011764705882352941
57,68,255,255,255,0.01568627450980392
58,68,254,254,255,0.0196078431372549
59,68,254,254,255,0.027450980392156862
60,68,254,254,255,0.03529411764705882
61,68,253,254,254,0.047058823529411764
62,68,252,252,254,0.06274509803921569
63,68,251,251,253,0.0784313725490196
64,68,249,249,253,0.10196078431372549
65,68,245,246,252,0.13333333333333333
66,68,240,242,249,0.16862745098039217
67,68,233,235,244,0.21176470588235294
68,68,226,228,240,0.2627450980392157
69,68,215,218,233,0.3176470588235294
70,68,207,210,228,0.3803921568627451
71,68,204,209,229,0.4470588235294118
72,68,215,219,239,0.5137254901960784
73,68,236,238,249,0.5725490196078431
74,68,228,231,243,0.6392156862745098
75,68,192,199,227,0.7098039215686275
76,68,165,171,202,0.6745098039215687
77,68,227,229,237,0.17647058823529413
8,69,234,236,242,0.15294117647058825
9,69,149,155,187,0.6823529411764706
10,69,165,172,203,0.7725490196078432
11,69,219,224,241,0.7137254901960784
12,69,225,229,244,0.6588235294117647
13,69,220,225,246,0.6039215686274509
14,69,220,224,247,0.5450980392156862
15,69,222,227,247,0.48627450980392156
16,69,227,231,249,0.42745098039215684
17,69,231,234,249,0.3686274509803922
18,69,235,238,250,0.30980392156862746
19,69,239,241,250,0.25882352941176473
20,69,242,243,251,0.21568627450980393
21,69,245,246,252,0.17254901960784313
22,69,247,248,253,0.13725490196078433
23,69,249,250,253,0.10980392156862745
24,69,251,251,253,0.08627450980392157
25,69,252,252,254,0.06666666666666667
26,69,253,253,254,0.050980392156862744
27,69,253,254,254,0.043137254901960784
28,69,254,254,255,0.03137254901960784
29,69,254,254,255,0.023529411764705882
30,69,254,254,255,0.0196078431372549
31,69,255,255,255,0.01568627450980392
32,69,255,255,255,0.01568627450980392
33,69,255,255,255,0.011764705882352941
34,69,255,255,255,0.011764705882352941
35,69,255,255,255,0.00784313725490196
36,69,255,255,255,0.00784313725490196
37,69,255,255,255,0.00784313725490196
38,69,255,255,255,0.00784313725490196
39,69,255,255,255,0.00784313725490196
40,69,255,255,255,0.00784313725490196
